500000
20000
3335	4866
4209	24173
3610	19812
1110	9444
4747	10833
959	33811
1738	58414
980	5036
4883	51236
618	7130
2745	8332
4861	60
3829	9177
4040	30457
806	8646
649	3037
631	56190
2079	62475
2014	6464
1869	2954
1129	3301
2422	1981
2216	6798
1280	1438
2848	22745
2939	2635
3916	11203
4929	12206
4747	12466
1181	1435
575	786
2494	4425
3385	6438
1779	6564
4448	8559
3621	9057
809	25407
3322	9366
1485	24876
4518	53407
4576	2768
2617	5802
1133	7242
4718	42402
1501	11909
3799	17159
2727	2865
4708	22124
3175	1539
107	2537
3144	2151
3038	51635
851	1130
4386	51550
4376	17991
1244	1497
530	17891
4995	38315
4517	17706
3915	23881
3865	6213
254	10823
4157	2812
2586	13160
3094	11568
4391	32912
4992	4751
32	24827
3801	19512
1735	7254
922	16608
1274	7493
919	2045
666	49525
4228	15117
4593	18983
1463	13279
4281	15093
2955	3257
913	9094
2848	10284
3681	744
1886	9572
3330	7819
2225	10420
3600	7522
1571	14703
4666	23872
3879	41343
2590	5909
265	27257
3655	30024
57	7133
4401	10194
4135	5072
993	3594
2325	14603
2327	57835
3626	1407
1965	6046
3763	2003
254	21149
610	10860
3730	5559
513	60788
2366	7031
2773	12048
4718	23009
3461	2881
2477	10782
3049	9991
1169	8072
4861	1007
297	6405
501	53089
2264	16
200	2578
257	3915
2800	8001
3130	7224
4902	3292
2011	1743
423	3080
4678	23208
1251	4676
486	17966
2002	3027
4738	2124
3583	5347
3176	50644
303	5873
1164	13740
280	51103
2208	60749
2268	13915
483	797
2317	19266
2869	3576
2008	10965
3358	14265
1972	85
772	24812
482	15848
4587	2087
556	43115
4708	3610
1791	3140
3544	4696
2363	14567
2820	3177
1783	6855
165	77
3759	7302
3803	29023
3128	6420
2719	6653
2256	4366
174	10095
3192	10497
2933	5807
3595	11547
380	26067
4478	7030
2494	42781
1360	22183
4549	29741
2657	14467
2903	59083
588	11908
3285	3454
1366	17454
216	12910
1854	19512
2109	16712
221	19460
1840	7439
3589	6049
4625	13619
4324	5390
2931	3777
3216	12490
1434	15450
4897	4021
4650	27963
2643	15488
4821	864
211	15608
4835	37209
3639	10198
3336	15110
545	34877
4779	52627
4490	6661
4747	14037
3992	8904
3698	6820
1370	15715
1260	2945
3400	4380
294	4050
4701	12199
4097	54
4295	4200
3085	3394
3163	22845
4344	24003
2667	6921
1271	10687
3809	7554
1833	6642
1723	59318
3945	19924
3063	2049
4978	45981
2757	554
1522	4217
3714	14626
2993	3644
545	19721
2401	4903
3721	10410
3757	50985
1300	5350
676	30120
4435	11981
1508	23007
4356	5591
3809	17439
1270	6744
3525	7811
3386	44675
2895	5096
1145	2818
2206	1460
3898	3452
1661	6968
1794	6299
3246	6772
2531	21061
953	13993
4248	8131
3836	18769
2493	3218
2217	28658
1889	29847
4885	12085
4100	40297
589	7653
4331	20648
2080	3897
3921	6867
4522	22834
4342	9296
652	13378
4625	52676
631	6948
167	4541
3728	8157
2635	6183
3850	21111
3845	37394
25	5399
1830	4436
1643	14827
4695	23495
703	38272
4111	35988
951	22411
2012	2481
3071	40392
4070	3423
4389	5328
945	4082
1729	3944
1065	34986
4308	12527
4997	3962
1786	7048
1014	4197
4529	14952
935	5612
1970	26693
4932	13295
493	9311
1908	6777
1262	24355
3201	10622
3612	42631
1277	4072
1654	5430
4973	38233
4302	23948
1231	12867
4400	6257
2028	5395
1577	6717
2704	55912
3209	10425
2639	426
1979	24569
3032	9326
2802	26225
2667	7089
2036	24876
884	11199
1848	25830
3159	3618
2057	7570
1484	19941
682	12354
1874	1429
1361	4503
1981	5039
606	9352
3201	4933
1858	4726
2222	27282
1019	22842
748	8719
420	51112
2742	7448
4239	2365
3585	1665
3508	11827
4611	44414
4601	8422
3070	23006
1601	7697
2628	34070
407	8554
2538	59294
194	243
3311	2926
1320	5547
4123	18846
1189	8050
4930	735
4178	29675
3592	56
2344	13098
3933	26900
4884	4094
3872	4119
2435	53116
3173	8270
3876	15764
2673	17622
3115	4779
706	14386
601	30751
1721	34212
3575	7555
153	3780
378	7778
4287	7915
2029	23153
1337	965
3060	18018
4937	28165
189	24613
4961	2104
3974	362
1095	26197
2932	1694
368	3009
3104	33536
1773	6916
617	2351
355	17229
4814	47989
2988	1443
3202	2366
1889	3991
241	9669
9	9840
311	1048
4048	22086
781	2475
4139	5810
1469	22580
4400	4193
1643	32238
728	11388
1540	24268
359	13715
839	9759
1728	14044
4696	11877
2866	4220
4690	7644
223	857
3786	6316
4826	45948
409	10357
4118	25666
4712	12355
3723	1345
2994	679
4834	27252
1391	5919
2421	24858
317	4654
2474	3240
4111	4113
1143	5177
432	2918
2564	3911
2294	12381
502	11562
3193	6051
3176	8871
1602	2446
4081	1962
4191	11029
2226	40837
3075	20283
2639	5310
2208	11558
3267	48431
3486	36630
4046	2858
3938	21841
4232	14759
634	36623
4493	10638
3078	14246
4408	29098
1462	7320
4185	4376
1895	2719
3633	15080
1520	775
2323	4900
3823	11936
4859	46938
2518	56934
2616	1106
378	629
2386	44104
63	26410
430	54648
1151	2961
375	55806
1370	39701
2604	4910
2413	14763
1695	8362
4293	8218
290	27044
1642	24554
2321	6086
3758	31311
4292	53453
4957	22848
1691	13639
3357	1018
2674	1152
1981	31234
1453	24424
407	5861
1378	55804
4239	10609
2139	52483
3539	6576
4707	7266
3043	61655
3918	7968
4544	6635
1643	2243
1406	3694
475	7995
915	5374
3553	24552
735	36078
225	954
212	59151
1082	877
1654	1567
3574	17209
3417	10437
2207	14649
1639	3188
1833	52252
777	2472
1876	5335
547	25818
2801	3335
4538	7552
2050	52362
3103	19701
1252	27937
3346	47793
2621	2094
985	12511
4544	10975
4273	18324
4261	1168
1785	8929
571	12477
684	9249
2801	52264
2901	323
1862	5476
3874	6891
4758	19626
3418	14884
4045	31645
2969	14732
1819	4779
3193	739
144	38614
4192	6818
4470	6596
4791	41593
860	407
415	7562
1455	4244
27	15325
2113	1359
4314	7157
2204	6707
4523	9448
605	13851
192	19746
4923	10099
4790	52297
3198	6583
3649	10423
1354	28818
1602	1837
2172	12115
3274	904
3249	3738
2062	5409
2195	5917
3506	767
3925	30060
4064	1237
220	3691
3824	11171
838	15911
4007	14863
1756	9952
2938	4656
4225	8138
4489	55110
3858	62300
1206	20941
4709	3450
4533	32145
3356	2159
540	13705
2561	43988
4826	10772
3289	26478
3193	7683
2099	29861
301	60284
1144	10605
4996	2969
4154	5955
2901	2246
438	7044
843	10050
2556	50387
3665	6351
675	11313
1574	10147
2511	2210
152	322
2133	38872
2826	2291
4875	5672
175	17102
3826	1720
3310	3817
1261	6784
3334	3062
4561	15367
465	10096
165	17499
4482	3158
2777	4709
848	18942
856	6120
155	6722
695	35624
1284	5381
822	9958
2974	1423
43	13134
1561	4486
620	3554
2003	27858
3579	30
4223	6612
2929	37171
3472	29636
1230	18101
3140	3420
132	4075
4370	9984
1641	169
2534	6726
2555	3845
4882	5395
2603	4829
4708	231
4605	5001
1541	29092
1220	21951
3629	3765
3839	15397
1626	5118
1673	7834
1999	15617
1482	11975
327	5578
712	3467
3497	166
1387	54957
1130	9141
4474	38152
1809	2422
2384	26500
4548	6958
2339	11274
2253	8002
2561	1324
3928	5856
1802	6430
4980	1154
3851	16197
4784	8916
3767	13494
3189	2984
3269	9531
2231	15551
4863	12252
2981	2139
4094	919
3055	25860
1825	46603
381	7032
412	14910
164	4669
267	748
2345	2932
3014	46117
1829	7158
4308	22972
3313	1543
4706	13808
3009	8705
2690	35422
939	3295
4039	2594
1606	11012
4821	41207
4245	17362
2747	2055
284	14286
1882	1264
4935	198
1652	24558
535	25198
4232	10862
4358	42976
522	43928
4303	9590
4085	11908
1537	50288
210	10856
4899	22428
3400	12514
751	9703
3868	8186
3392	14955
1999	4314
237	1972
3445	9446
3934	1591
1706	6784
3827	5414
3893	33611
1530	3833
2678	28914
1184	9509
257	14296
2684	4797
1722	576
1632	4445
3528	4490
1289	14068
844	6168
4780	7326
3081	7809
3905	22301
3331	7109
106	29764
4050	7561
3210	4383
685	1525
4751	31044
3769	14031
585	7239
3178	13077
4067	1614
22	28980
3871	34860
2407	6778
4732	2099
4471	9813
2513	2426
2082	11061
4808	54211
4081	13560
2702	1756
3324	28800
4271	1396
484	8554
3180	53793
1969	1043
838	22488
2567	386
3962	10707
2368	4073
1468	4884
3527	23236
2774	4932
1169	47870
4288	39286
459	51717
854	12119
2656	5286
2319	6102
4394	10438
3931	49723
1534	414
4530	39022
811	1805
481	1825
704	53091
3997	12322
1314	8565
1279	56838
4333	26198
696	11571
3072	4149
1324	10760
4652	10506
1185	12530
123	61272
2798	48106
3898	35762
870	3343
3089	55819
4692	44839
487	859
4998	14890
3648	12618
4973	56242
1945	12708
4368	12435
4816	7340
990	4743
1742	35005
3074	14353
2510	10016
702	2580
4925	15453
2451	14415
4114	16074
69	22727
20	6203
2777	8267
3369	36
4655	127
1771	13228
3066	31224
1562	17624
2100	478
4407	3565
1517	4452
3460	14700
4899	26958
3190	1506
3489	4255
1405	28652
2249	19506
4409	60090
1419	6135
1764	3253
1694	575
540	5824
4828	7371
3167	27208
4920	51855
2318	12179
4336	7051
1460	26861
3380	1714
2062	19515
775	4413
4395	16041
1675	5396
1275	12230
2687	62299
3073	5297
1186	8798
1947	4709
390	4100
670	6121
1696	44853
4636	15561
3228	11347
2551	5455
3962	9980
1749	15613
262	5341
3500	5325
2537	4362
100	3047
3939	2456
34	40945
3602	15224
2337	21254
2865	11741
480	11010
4372	32374
4737	7266
320	2927
4909	7068
2269	274
1850	21971
2133	28152
2935	3450
4124	7133
2468	7293
1439	14703
2501	4416
3831	5224
3237	8465
4685	6355
285	4196
2141	35420
3276	23051
109	14734
2453	13228
2644	22241
638	24235
4621	652
669	29149
3355	4135
4579	15798
925	14298
1986	6626
1537	5303
3865	3430
458	6802
4524	14068
1387	17153
3798	59422
3250	26085
1256	3717
2552	15576
4025	6544
3198	7395
3062	44012
2543	23958
264	22247
4082	57
4939	25824
135	7398
482	7372
3031	40392
3478	5891
597	34632
1678	4201
729	33201
1862	23280
2481	12689
1666	20999
271	12892
1641	2316
2808	5758
2084	15419
129	11629
861	5309
1274	2697
3027	51966
4524	44126
154	7198
2540	5972
741	4937
4063	14515
1982	23311
2702	3757
3569	2402
2145	1306
2679	24130
2717	3983
4814	12313
872	3801
2419	2392
633	7186
754	1688
1922	16683
2553	1987
56	3099
2547	14472
2655	20605
2937	49848
1352	7936
4912	9023
948	25342
2271	53370
2711	36815
2015	56059
2224	9912
1731	26979
1933	16192
1631	58341
2225	3060
491	376
3296	52640
3071	6451
2167	24505
4174	57998
2478	2899
4469	25721
4359	2006
1258	5094
1790	54063
399	7548
1624	10021
3654	17989
3206	19390
2108	10918
1625	27026
224	5522
2749	13690
1522	6584
48	4716
590	22964
4185	4081
312	13781
1123	2973
368	7525
4297	79
517	28063
4081	6749
4843	7064
331	48545
2383	2894
4777	18579
1207	10288
2358	56161
3844	6285
1145	38015
3465	26731
2153	25056
4123	35365
4895	57525
4664	31349
3433	39454
658	2941
2771	1119
619	5198
2837	6845
3000	20286
4042	10754
1192	32440
1260	37227
4708	24313
2883	9728
14	6412
13	6522
1948	61112
4820	9769
2275	4231
2973	10865
710	37411
3661	29934
1798	27426
2500	27913
1000	18682
451	3950
757	31815
1839	6997
547	20351
1221	12407
206	16686
3750	49722
4395	1839
2426	5118
3497	5597
2198	3595
3824	52814
4824	544
3787	2029
1375	4325
631	1107
1661	5122
1035	3671
583	24546
4312	8907
897	6747
3673	15574
2139	20117
4217	59265
4561	7210
809	2703
4436	5119
216	9429
4235	3912
3483	23650
1279	55417
2269	5702
3392	12487
613	536
1611	738
4388	9558
2260	3004
1462	17987
269	5885
2382	11598
3463	33234
2508	11676
4222	14251
2952	1023
4024	955
4653	4768
4587	28384
769	22144
3667	12266
4137	3592
2467	8942
1175	40222
2401	22763
1125	12342
4380	22370
4777	10679
4231	13238
489	1987
1317	3474
3158	24784
4684	11569
306	26664
540	57923
3507	654
671	57691
4144	4229
4064	14574
2824	4731
286	12032
3536	10431
984	5289
107	20818
359	7616
3001	6983
4689	15331
4803	4819
3858	8736
4082	30116
570	4183
1093	1744
4756	11223
2977	1298
1946	7229
3648	15508
2284	301
4261	4645
288	5404
1124	14744
2088	27191
68	34210
4705	14740
1326	4859
3312	13932
4724	41624
484	26755
3453	14611
289	2371
901	10358
4817	20434
3439	10053
74	3803
853	45745
2548	45184
2995	11254
3362	4262
1305	15494
2590	27440
3184	4604
358	7652
777	34925
4507	251
1963	6442
431	2385
3900	1551
1276	971
4588	7312
4881	47092
639	59639
3854	6198
3121	1150
2812	1725
3169	1476
791	2150
768	5983
2198	7179
3233	2544
2399	15183
3304	20311
4045	9939
501	14596
172	5416
936	10407
1672	9411
1596	10266
2411	5606
3213	6408
3078	11275
1708	25838
4669	25324
1071	32545
917	21686
2867	8173
1671	2660
2468	20618
3116	7821
3161	2711
1456	10477
4826	14505
217	18735
611	13143
2510	51495
4993	3133
1322	1007
2169	1691
1984	14087
3373	15567
3310	2475
3896	963
1124	50350
1143	4889
3780	14522
4207	12880
121	2199
3315	7727
4753	4585
2534	5866
3573	11864
1794	6638
2126	42447
1689	12367
999	11938
3546	21876
1343	2388
3544	5311
3941	8252
3896	4491
1916	40731
1753	20407
3878	7236
163	24732
1875	13101
2962	29352
2297	10644
1091	6846
778	57042
2075	30030
3963	12164
2101	15472
561	27866
226	1743
4403	28334
1623	8396
3301	2885
3812	41975
2161	7461
4810	21985
3373	15440
2362	2226
3937	1779
626	21203
3000	4619
2560	1284
1628	2224
2078	11946
2915	12107
3590	32794
1454	4455
2670	7063
2374	17587
4691	7309
2792	3737
2542	1187
0	7442
140	28892
862	52440
4647	99
45	47527
4816	128
3145	47607
3918	12209
510	8475
1822	2925
1294	19432
3099	26369
4625	6708
924	9173
1995	7603
2058	14055
4379	30757
176	16629
2424	375
1332	17151
668	51401
234	6130
931	4044
3413	7515
794	48602
264	7903
3713	1022
3286	10198
3123	27139
2191	14394
1003	7232
692	11694
1055	19339
784	46655
4926	4678
2190	6494
1691	4000
415	6337
1977	1189
4627	7474
1182	329
4196	3951
570	13702
3664	1711
1791	40484
1790	4716
592	24135
3805	22023
819	1017
3410	11285
2377	34695
3208	3039
443	27601
4919	11604
1836	21721
4799	4113
3779	21121
1580	2392
1647	10722
841	57567
1051	4913
311	40576
2345	1491
4949	24009
2585	18531
1718	7103
985	11105
4184	3161
2155	27522
1281	41583
460	59962
850	17317
2768	12802
4413	283
3193	7487
577	1923
4271	3561
642	3329
2591	5830
1667	11585
2646	13884
2117	20048
4973	25830
3047	43889
3276	1196
3646	45498
2064	7898
2867	4064
15	23589
1546	3895
2368	36985
319	4355
653	18619
4824	7686
4674	6815
1543	4284
269	826
1423	47078
2365	3815
1612	1846
2046	493
141	23010
4145	3462
1619	21508
1981	23096
3617	40794
3955	4599
1299	4707
1731	34029
873	48502
2417	224
3475	3160
4180	14903
1508	13470
4923	12152
2128	8490
928	10530
4151	3145
4702	17913
4274	7455
4453	4833
4043	29891
1226	9174
1415	55493
145	14214
1460	5091
981	3646
541	27143
3628	1480
4731	5748
3045	28811
1211	4531
2659	23985
4868	14625
3897	1050
495	6931
3573	27631
2671	14989
2591	14728
4680	639
2024	28650
266	4417
2685	2137
805	19650
2108	4868
2172	2104
1588	3064
1452	7218
3966	4394
1867	6573
3095	6313
1875	3714
1853	17009
3054	54727
1576	42436
3233	4915
2168	18132
1131	27500
2803	2037
660	592
4837	3858
2240	22279
2943	1997
2996	23626
3978	56641
61	7243
4299	15572
262	14588
631	21044
4280	11263
1245	6541
2128	6163
2312	21259
3934	5969
2204	13651
2858	17531
4302	15603
1671	4658
1031	11415
1562	48927
1527	20098
2042	1514
1419	4036
4015	2588
4248	14486
3308	9848
471	35818
1406	6593
2193	4493
4220	7678
2275	7166
4919	7622
377	17209
17	6887
795	24864
4551	5864
3084	4118
1745	3599
4768	8176
454	3654
2043	7490
4035	1081
4766	5000
3658	14523
171	16787
901	57599
3438	4354
2098	989
1875	5267
3821	6702
4428	28531
2243	6932
3778	6277
1731	12209
3625	3020
2053	51498
1646	20562
1452	10904
3434	11070
3734	1734
3285	10210
1760	10911
541	24215
860	10769
1199	8046
4820	47183
1746	3410
3966	28329
265	62134
4079	12019
2551	8707
2594	1768
4554	2728
3888	29318
874	14093
1367	2308
2944	3500
1629	3240
4561	33661
1780	6334
2179	13850
813	21974
1476	2795
3287	30960
2216	41302
30	10644
4961	23862
3302	3867
4494	50715
2639	60799
4206	26549
4063	22567
4508	5659
3366	3672
2514	46158
4435	20819
2080	41220
3929	1734
3868	10255
1950	3780
3368	2913
3112	29258
1136	31140
1768	26904
2523	46911
3736	6985
3160	977
1014	4691
2504	9147
4609	25404
1928	7258
1184	35383
325	61576
4264	7598
3799	31120
540	7384
3480	5358
1956	50586
2268	7793
1257	16024
3977	20631
2108	24106
1814	27732
1580	760
4333	11771
174	499
282	6422
1589	26392
3675	22840
785	6008
3863	14867
2889	5631
265	18005
2547	5638
1773	20322
512	3461
4983	4512
2059	6128
4904	5419
3608	3756
3658	27878
639	12634
361	22025
4903	13469
4481	48500
1389	3519
2004	3681
3029	14879
4115	4217
973	24410
1442	56852
2182	8027
4886	2899
420	2117
4911	9611
627	16967
3640	15315
4666	23381
3812	30964
3489	36900
4985	1216
1572	25292
4126	1067
4663	7172
909	7233
2089	17850
2411	7683
803	5825
2693	3530
2096	6572
2075	6418
3340	27715
1207	17152
2655	6639
3324	769
369	25
1040	14025
1181	12645
1796	24009
4944	3976
4920	29218
1392	12021
842	23859
343	14980
2270	11499
1390	1219
3308	19618
1348	26693
4942	6463
2655	4494
4361	11156
816	2994
1353	1705
2745	30193
1143	7003
231	4931
3036	22255
3617	17221
3821	15777
3473	32762
4254	6687
2080	27830
793	25
3763	26868
4702	29656
426	10437
922	4234
4437	21694
3970	19623
2751	4737
4678	6928
4525	14492
1656	10719
85	14071
4700	47371
529	13779
4840	19490
1915	4728
4611	10128
2216	1612
3623	38274
2175	40370
3288	9797
3585	16887
4636	2449
1264	28946
2962	850
2866	3993
3277	25742
2772	9849
4344	8566
608	49848
458	46297
874	5920
329	7683
4780	4074
1856	22468
3615	29080
2362	14175
3620	4571
1870	10189
4212	42916
1363	6961
237	5621
2915	3958
2533	9579
1529	6308
1406	3025
1084	47609
3019	24034
340	14538
2967	6496
4458	7280
3706	10710
1001	49431
437	17219
3497	13982
234	4810
840	43638
4087	4736
569	3597
3241	7512
4663	423
1731	1015
3104	19096
2798	15557
3275	10313
1120	19493
596	12937
535	4791
4365	53736
669	377
1788	30739
3851	4318
1530	28862
4111	14349
4063	24930
1296	19847
2121	10126
2630	4206
379	16165
4268	28471
1632	5584
1184	7639
967	15257
2703	4491
4829	667
1571	8727
3577	5238
79	45411
3056	4023
246	3969
4151	5221
233	5081
4439	5483
2672	28487
4352	6096
1917	39632
4896	3016
678	12271
3827	16515
3914	1036
4162	51356
1160	27104
869	4730
2125	6251
884	1049
2924	11615
1063	4944
3005	13545
2419	15585
1840	4312
3285	42402
2121	827
3054	8640
1179	33928
1527	619
1591	16185
4316	5627
4924	6195
1843	10333
1477	7689
1563	5560
2352	9376
1439	3427
2467	18648
3842	14620
807	40017
3779	6467
4975	5209
184	26362
1639	1926
132	409
591	8435
1018	45987
3726	3873
1521	12843
2833	25578
4560	38966
1131	1373
4816	1301
4540	12009
2463	36100
3541	30171
2657	14719
1096	10796
1551	11413
4225	1558
3721	14118
2289	4797
2741	48931
4103	3591
0	24075
1951	6351
2561	10866
3061	15229
3322	8298
3760	10237
192	7999
3401	1582
2192	3430
1219	56796
1322	24049
2170	5612
4887	43357
2286	4129
173	27528
287	5857
359	22658
1056	29473
1886	13015
2045	18206
4989	5070
3670	10563
2910	10234
4332	417
2464	5070
769	24206
2018	28530
1490	4819
3158	17559
2798	26727
4713	9622
4973	9982
4247	32931
683	705
3681	3634
1908	61845
272	8226
2847	589
1776	7668
4726	9677
1928	12916
1690	11974
4335	19816
248	7566
2318	9828
296	2195
4361	3522
4930	1637
2431	61019
4737	3531
2088	5972
2530	14859
3948	833
2523	8550
3975	27647
3142	5069
785	1540
2893	30868
4896	11357
1565	9753
118	19482
1077	3977
391	14272
885	12101
1393	6562
4569	298
915	983
1486	1452
4400	2152
4025	2125
4499	10372
349	309
4722	1500
2155	664
606	49313
1592	14806
3902	4408
316	61967
465	5783
4551	3729
162	18374
2213	4627
4043	6745
2416	824
2341	15070
930	3946
4659	4342
4162	1415
1869	39048
1091	235
3632	51716
1106	6971
2016	47370
1630	2107
783	3113
208	15309
2797	5314
3986	11002
2560	21283
3082	4732
1923	20568
1029	12574
3400	47818
2366	7703
655	13007
4286	870
3527	1016
1251	2928
3138	16495
4435	3509
4675	8146
1383	3575
4872	11003
2851	57768
1049	11736
554	5781
337	8911
2603	19434
1690	6219
4377	2826
2243	3539
684	7016
3091	58860
1010	4942
3164	7679
3442	9451
2914	7401
4669	3074
3596	1900
2486	8907
2087	4019
4208	43892
3456	1224
3620	20727
2952	26605
2338	6820
1967	4958
3596	6440
963	5529
2480	5001
2183	7510
3252	4449
495	212
3226	9993
3424	5972
1875	12602
170	44493
4630	97
495	11475
3071	10898
635	14529
554	461
1827	1663
3919	5204
4312	17710
2053	13983
2771	5082
209	17871
3768	48734
1477	1966
2997	19322
2564	2721
3033	2474
1538	21615
1887	7098
1461	11136
874	3970
3816	6062
1465	13297
4669	32371
954	733
1976	14939
2439	5232
4224	2707
798	2287
1383	23562
2986	2919
2359	11666
3349	12175
4108	6509
768	16313
3558	14377
4718	14715
1365	5169
4230	5494
3317	4210
3864	9191
3362	3696
3756	6145
1514	4373
4512	5191
311	8509
1745	15456
1708	12907
2278	615
1133	18704
4025	6962
2057	21612
2487	2273
3929	36308
3229	43755
448	8171
123	52839
514	11330
4434	1492
4191	11302
1639	14629
4543	2666
791	28309
3692	14633
3523	21677
461	23753
2907	19089
2567	3254
3764	3603
3028	477
3268	12639
1085	6107
4954	36984
2113	718
3456	4381
1174	3544
3091	30370
852	14691
527	5451
4519	10133
4933	1183
3683	59221
4006	54986
3687	1398
4526	2719
4021	32284
3724	13705
3413	4734
4790	4473
1423	10612
695	9125
960	6276
2963	29371
4009	59315
2543	7235
2637	1766
1267	24752
2400	5102
3577	30940
3819	8886
4365	3948
3588	22463
964	16401
1520	10941
839	4567
4299	7221
2975	527
708	3094
3448	971
716	13801
2976	6902
1053	31654
3566	7658
4732	2356
4405	12786
3880	10087
1792	20737
419	954
3445	7267
4462	6219
324	4502
1222	49438
103	853
2187	3256
657	26974
4341	10926
825	35472
2735	8957
910	14082
2462	4208
3705	3289
129	5182
584	2249
1399	14603
959	950
1774	11326
1878	26143
2128	3861
56	1674
4981	55086
3119	13728
685	3810
2187	1064
1644	2252
3498	4748
3967	3604
998	16822
2755	5306
3260	7189
4131	27453
1145	18836
3952	4445
2253	3240
2560	18137
4945	15428
4665	4574
1314	7283
3180	7
805	4383
2660	9646
1643	19113
3590	12233
2300	19219
937	834
1013	55105
3053	8835
972	1469
1549	33749
2592	4088
3439	987
3027	7561
2432	15722
4753	5472
2242	3565
3721	23446
1199	2928
1616	19230
45	11384
762	823
2849	2140
3195	26829
4726	5548
2775	1302
1125	21098
3320	27771
1332	10603
4734	16880
1849	11059
637	12600
534	25006
1348	24128
1444	2069
1874	51982
313	7403
1745	1870
4300	47856
4885	67
373	6326
3507	14401
3872	5981
476	1967
48	35638
4617	3221
3957	48083
4110	2201
3200	33755
2657	708
364	30711
729	55058
1229	34739
1633	11078
2458	11898
500	9518
1507	5159
3952	15535
4741	12210
1893	24
2731	6853
2853	14409
1796	22100
4147	22014
1306	12604
718	22922
4654	25576
3989	3175
3439	9526
673	7775
4418	4678
480	407
2536	30608
206	49617
1132	13891
2651	47906
1628	5379
2658	26779
3142	7298
2525	49192
242	652
1060	15274
3875	5014
2973	5524
4271	13129
4970	51313
2756	9921
2128	7501
507	6080
3364	5624
4663	18886
373	8324
4716	17851
2671	11697
2394	26680
3292	5336
2288	15337
4042	15478
3683	2770
457	3796
3526	18875
2908	40521
1866	55745
3125	40640
357	20697
4714	3884
4916	7662
620	50309
939	212
4844	1129
4192	13210
4911	33895
3198	4359
33	2039
381	62303
922	5779
2348	1480
4910	11074
3442	26578
4190	6300
2014	18689
2121	43476
2091	19177
4952	410
2304	5595
2299	48282
241	15806
206	9898
633	2159
2664	5386
2330	21099
4136	2652
4769	8701
336	6287
